0,1,2
author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex,,
АЯКС Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/305870394/;Люберцы};sale;flat;3;8;1;21.7;2333618;Заволжский;Шандорная ;14;;Адмирал,,
АЯКС Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/307776573/;Люберцы};sale;flat;4;5;1;30.6;2700000;Заволжский; Лебедева;9к4;;,,
Инстеп;developer;https://lipetsk.cian.ru/sale/flat/301354160/;Люберцы};sale;flat;8;18;1;30.76;3137520;Липецк; Механизаторов;15А;;Инстеп.Механизаторов,,
РИСАН;developer;https://penza.cian.ru/sale/flat/291733097/;Люберцы};sale;flat;1;17;1;36.5;3175500;Октябрьский; Минская;25;;Соседи,,
АЯКС Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/308706979/;Люберцы};sale;flat;4;9;1;31.2;3300000;Дзержинский;Ленинградский проспект;111;;,,
АЯКС Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/300686872/;Люберцы};sale;flat;5;5;1;29.0;3300000;Ленинский; Свердлова;79А;;,,
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/298206155/;Люберцы};sale;flat;2;21;1;25.08;3401800;Московский;4-й мкр;4-й мкр;;Тринити,,
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/297727498/;Люберцы};sale;flat;10;13;1;35.24;5600000;пос. Новогорелово; Промышленная;10/4;;Новое Горелово,,
ЛенРусСтрой;developer;https://spb.cian.ru/sale/flat/269630103/;Люберцы};sale;flat;1;12;1;38.08;5750080;Новоселье городской поселок; Большая Балтийская;10к1;;ЛесART,,
Сармат;developer;https://krasnodar.cian.ru/sale/flat/303917969/;Люберцы};sale;flat;9;16;1;37.4;5946600;Прикубанский; Западный обход;65/1;;Cармат,,
Манхэттен;developer;https://rostov.cian.ru/sale/flat/302625614/;Люберцы};sale;flat;6;30;1;45.03;6169110;Первомайский;проспект Шолохова;211/3;;Манхэттен 2.0,,
МСК;developer;https://rostov.cian.ru/sale/flat/253680213/;Люберцы};sale;flat;18;26;1;41.61;6199890;Ворошиловский; Ларина;45с11;;Сердце Ростова 2,,
ССК;developer;https://krasnodar.cian.ru/sale/flat/302117850/;Люберцы};sale;flat;7;19;1;41.23;6390650;;;;;Лучший,,
ЛенРусСтрой;developer;https://spb.cian.ru/sale/flat/272328497/;Люберцы};sale;flat;1;16;1;38.27;6919199;пос. Новогорелово;бульвар Десантника Вадима Чугунова;8к1;;Новое Горелово,,
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/291149538/;Люберцы};sale;flat;3;25;1;38.4;6980000;Пушкинский;проспект Новгородский;8;Купчино;Шушары,,
ИП Захарова Р. В.;real_estate_agent;https://rostov.cian.ru/sale/flat/302218798/;Люберцы};sale;flat;20;26;1;48.0;7200000;Ворошиловский;бульвар Комарова;20В/9А;;Гагарин,,
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/296736749/;Люберцы};sale;flat;10;24;1;31.0;7199000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском,,
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/302860270/;Люберцы};sale;flat;6;10;1;36.17;8270000;Центральный; Пасечная;;;Отражение,,
ПИК;developer;https://kazan.cian.ru/sale/flat/297828879/;Люберцы};sale;flat;12;14;1;34.1;8282207;Советский;;;Площадь Тукая;Сиберово ЖК,,
Неометрия;developer;https://rostov.cian.ru/sale/flat/291067684/;Люберцы};sale;flat;1;10;1;41.54;8723400;Ленинский;проспект Сиверса;8/1;;1799,,
EXCLUSIVE Realty;real_estate_agent;https://spb.cian.ru/sale/flat/307565352/;Люберцы};sale;flat;15;16;1;55.6;8750000;; Австрийская;4к1;Улица Дыбенко;,,
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/301327035/;Люберцы};sale;flat;1;15;1;40.2;9246000;Анапа;Анапское шоссе;32к6;;Черное море,,
ID 12446715;homeowner;https://samara.cian.ru/sale/flat/307632916/;Люберцы};sale;flat;10;14;1;52.0;10500000;Железнодорожный;Никитинская ;30;Алабинская;,,
Недвижимость у моря;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308155547/;Люберцы};sale;flat;6;7;1;38.0;13270000;Сириус пгт; Тюльпанов;3;;,,
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/300824050/;Люберцы};sale;flat;11;14;1;47.7;13800000;Московский; Парфеновская;17;Московские ворота;Московские ворота II,,
MARINOVA estate;real_estate_agent;https://spb.cian.ru/sale/flat/308566815/;Люберцы};sale;flat;7;8;1;42.19;15610300;Невский;проспект Обуховской обороны;36;Елизаровская;Astra Marine на набережной,,
ПСК-6;developer;https://ufa.cian.ru/sale/flat/299760926/;Люберцы};sale;flat;4;25;1;141.9;19154000;Октябрьский; 50 лет СССР;34;;Статус,,
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/306786403/;Люберцы};sale;flat;7;9;1;47.0;25500000;Петроградский;Ждановская ;29;Чкаловская;Идеальный мир,,
Vitamin realty;real_estate_agent;https://sochi.cian.ru/sale/flat/308070989/;Люберцы};sale;flat;5;6;1;47.0;29000000;Красная Поляна пгт; Турчинского;10;;Зимняя сказка,,
ID 112159434;homeowner;https://tver.cian.ru/sale/flat/307424656/;Люберцы};sale;flat;2;5;1;33.0;600000;;;;;,,
InCity;real_estate_agent;https://volgograd.cian.ru/sale/flat/302728060/;Люберцы};sale;flat;5;5;1;29.0;1900000;Волжский; Кирова;14А;;,,
ID 102711324;homeowner;https://khimki.cian.ru/sale/flat/303579322/;Люберцы};sale;flat;2;4;1;29.0;3690000;;;;;,,
ID 12876723;representative_developer;https://penza.cian.ru/sale/flat/302538743/;Люберцы};sale;flat;5;9;1;33.9;3688000;;;;;Второе дыхание,,
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/303065582/;Люберцы};sale;flat;1;16;1;26.7;3650200;Московский;;;;Бирюзова Парк ЖК,,
Мария Юрова;realtor;https://volgograd.cian.ru/sale/flat/299113153/;Люберцы};sale;flat;2;5;1;32.4;3800000;Центральный;Голубинская ;18;;,,
ID 96879442;homeowner;https://lipetsk.cian.ru/sale/flat/305701795/;Люберцы};sale;flat;19;21;1;45.7;3890000;мкр. Елецкий;Елецкое шоссе;5;;,,
Самолет Плюс - Новый Дом;real_estate_agent;https://vladikavkaz.cian.ru/sale/flat/308281024/;Люберцы};sale;flat;1;9;1;48.0;4120000;Северо-Западный; Алихана Гагкаева;19/2;;,,
Галакс Плюс;developer;https://noginsk.cian.ru/sale/flat/297074582/;Люберцы};sale;flat;16;17;1;25.5;4307800;Ногинск; Юбилейная;4А;;Истомкино,,
ID 14081279;unknown;https://stavropol.cian.ru/sale/flat/306891565/;Люберцы};sale;flat;6;9;1;35.3;4300000;Ессентуки; Шмидта;100;;4 сезона,,
Rich Life;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/295171550/;Люберцы};sale;flat;4;8;1;39.04;4446000;Дзержинский; Спасская;6;;Наследие,,
Марина Добровольская;realtor;https://losino-petrovskiy.cian.ru/sale/flat/308874785/;Люберцы};sale;flat;7;16;1;40.0;4500000;Свердловский рп; Молодежная;3;;,,
Атмосфера;developer;https://kemerovo.cian.ru/sale/flat/291942733/;Люберцы};sale;flat;7;15;1;29.4;4645200;Ленинский;;;;Уютный Квартал ЖК,,
Недвижимость 24;real_estate_agent;https://penza.cian.ru/sale/flat/306895923/;Люберцы};sale;flat;14;17;1;39.8;4850000;Октябрьский; 65-летия Победы;24;;,,
Недвижимость 24;real_estate_agent;https://penza.cian.ru/sale/flat/298330296/;Люберцы};sale;flat;16;16;1;45.33;4850000;Октябрьский;Ладожская ;9;;Лермонтов,,
ID 12876723;representative_developer;https://penza.cian.ru/sale/flat/297717486/;Люберцы};sale;flat;10;16;1;46.76;5143600;Ленинский;Памятник Победы мкр;;;Тимирязевский,,
Железно;developer;https://kirov.cian.ru/sale/flat/300148456/;Люберцы};sale;flat;3;8;1;38.0;5198400;Ленинский;;;;Знак ЖК,,
ID 118841977;homeowner;https://voronezh.cian.ru/sale/flat/306970610/;Люберцы};sale;flat;15;16;1;49.0;5250000;Коминтерновский; Антонова-Овсеенко;29;;,,
ID 63234286;homeowner;https://kaliningrad.cian.ru/sale/flat/307103122/;Люберцы};sale;flat;1;5;1;37.2;5780000;Центральный;Косогорная ;2;;,,
ДСС;developer;https://kaliningrad.cian.ru/sale/flat/267374378/;Люберцы};sale;flat;9;17;1;40.9;5988000;Ленинградский;Солдатская ;9к3;;Высота 56,,
ДОМ СТРИТ;real_estate_agent;https://sevastopol.cian.ru/sale/flat/284616459/;Люберцы};sale;flat;1;2;1;30.0;6600000;Ленинский; Ленина;32;;,,
Этажи Москва;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308192211/;Люберцы};sale;flat;5;23;1;36.8;6800000;;Парковая ;46к1;Водники;Бригантина,,
Самолет Плюс Красноярск Центр;real_estate_agent;https://krasnoyarsk.cian.ru/sale/flat/286652778/;Люберцы};sale;flat;12;16;1;41.7;6800000;Октябрьский; Академика Киренского;116;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/299155077/;Люберцы};sale;flat;4;4;1;32.3;2585000;Волжский; Логинова;7;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/306520922/;Люберцы};sale;flat;2;9;1;33.8;2599999;Кировский; Розы Люксембург;9;;,,
Альянс Московский Дом;official_representative;https://kaluga.cian.ru/sale/flat/305388690/;Люберцы};sale;flat;2;5;1;31.1;2700000;Октябрьский;Пролетарская ;155;;,,
Оксана Бондарчук;realtor;https://tyumen.cian.ru/sale/flat/307479845/;Люберцы};sale;flat;5;5;1;29.8;2980000;мкр. Стрела;Колхозная ;2;;,,
Юг-Стройфорт;developer;https://rostov.cian.ru/sale/flat/296399720/;Люберцы};sale;flat;14;26;1;26.36;2952320;;;;;Мечта,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/292929540/;Люберцы};sale;flat;1;3;1;31.8;3099000;Советский; Грибанова;7А;;,,
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/300694466/;Люберцы};sale;flat;1;4;1;40.39;3069640;;;;;Победа,,
ПСК-6;developer;https://ufa.cian.ru/sale/flat/294081505/;Люберцы};sale;flat;26;27;1;22.15;3056700;Калининский; Валерия Лесунова;18;;Акварель,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/298684954/;Люберцы};sale;flat;1;5;1;30.7;3100000;Дзержинский; Твардовского;12;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/296345018/;Люберцы};sale;flat;2;2;1;42.3;3150000;Советский; Маршала Василевского;18;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/306543063/;Люберцы};sale;flat;8;9;1;27.2;3240000;Тракторозаводский; Менжинского;19А;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/306602370/;Люберцы};sale;flat;2;3;1;40.0;3200000;Букатин Луг ЖК; Радужная;4;;Букатин Луг,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307434955/;Люберцы};sale;flat;4;5;1;33.2;3290000;Центральный;проспект Имени В.И. Ленина;45;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/303908701/;Люберцы};sale;flat;3;10;1;28.3;3270000;Кировский; 64-й Армии;135а;;,,
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/296112768/;Люберцы};sale;flat;2;10;1;35.01;3293425;;;;;Пальмира 2.0,,
Жилой Квартал;developer;https://ufa.cian.ru/sale/flat/302963931/;Люберцы};sale;flat;1;9;1;24.21;3316770;;;;;Зубово Life Garden,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/296186070/;Люберцы};sale;flat;6;16;1;35.4;3350000;Советский;Университетский проспект;17;;,,
ТОЧНО;developer;https://krasnodar.cian.ru/sale/flat/296589148/;Люберцы};sale;flat;2;8;1;26.49;3390720;;;;;Цветной бульвар,,
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/299509188/;Люберцы};sale;flat;6;19;1;42.0;3410000;Прикубанский;бульвар Адмиралтейский;3к3;;Дружный 2,,
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/251842354/;Люберцы};sale;flat;3;17;1;32.0;3400000;мкр. Восточно-Кругликовский; Героя А.А. Аверкиева;15;;Восточный,,
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/300275368/;Люберцы};sale;flat;7;8;1;35.54;3447380;;;;;Башня,,
ID 74212462;homeowner;https://vladikavkaz.cian.ru/sale/flat/308368149/;Люберцы};sale;flat;2;5;1;30.6;3500000;Северо-Западный; Зои Космодемьянской;12;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307843643/;Люберцы};sale;flat;1;6;1;38.2;3550000;Советский;Шауляйская ;4а;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307249963/;Люберцы};sale;flat;3;9;1;38.5;3640000;Краснооктябрьский; Маршала Еременко;62;;,,
Единый центр новостроек;real_estate_agent;https://kaluga.cian.ru/sale/flat/306752054/;Люберцы};sale;flat;3;5;1;39.0;3600000;д. Кривское;Центральная ;61;;Гармония,,
Капитал;representative_developer;https://tula.cian.ru/sale/flat/299520074/;Люберцы};sale;flat;20;25;1;29.79;3663276;;;;;Надежный на Пролетарке,,
Квартирное Решение;real_estate_agent;https://omsk.cian.ru/sale/flat/307198436/;Люберцы};sale;flat;1;5;1;29.8;3750000;Октябрьский; 50 лет ВЛКСМ;5А;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307665028/;Люберцы};sale;flat;3;13;1;33.0;3799999;Дзержинский;проспект Маршала Жукова;108;;,,
Антон Головков;realtor;https://stavropol.cian.ru/sale/flat/307082463/;Люберцы};sale;flat;14;14;1;36.0;3800000;Промышленный; Пирогова;102/1;;,,
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/301706845/;Люберцы};sale;flat;1;8;1;43.0;3805500;с. Новая Усмань; Ленина;312А;;Дубрава,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/301776241/;Люберцы};sale;flat;8;10;1;39.0;3899999;Советский; Балакирева;2;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/303667541/;Люберцы};sale;flat;4;5;1;32.2;3900000;Ворошиловский;Рабоче-Крестьянская ;3;;,,
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/298592524/;Люберцы};sale;flat;1;5;1;32.05;3941941;;;;;Аквилон SEVER,,
ID 117664928;homeowner;https://lipetsk.cian.ru/sale/flat/305533604/;Люберцы};sale;flat;9;11;1;41.7;3900000;мкр. Сырский;Юношеская ;11;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/303013758/;Люберцы};sale;flat;8;24;1;35.9;4000000;Кировский; Гаря Хохолова;6;;,,
DARS;developer;https://ufa.cian.ru/sale/flat/303252657/;Люберцы};sale;flat;4;5;1;35.27;4020780;;;;;Город природы,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/308251083/;Люберцы};sale;flat;5;10;1;35.2;4100000;Центральный;Голубинская ;8;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/305913593/;Люберцы};sale;flat;3;3;1;33.9;4100000;Кировский;Санаторная ;2Д;;,,
МонолитХолдинг;developer;https://krasnoyarsk.cian.ru/sale/flat/302881594/;Люберцы};sale;flat;8;9;1;27.17;4170595;Октябрьский; Становая;;;Юдинский,,
Proflat;real_estate_agent;https://spb.cian.ru/sale/flat/307609000/;Люберцы};sale;flat;16;17;1;31.0;4200000;;проспект Авиаторов Балтики;29к2;Девяткино;Авиатор,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/308384007/;Люберцы};sale;flat;5;9;1;36.1;4200000;Тракторозаводский; Менжинского;2;;,,
ID 60920551;unknown;https://stavropol.cian.ru/sale/flat/308799190/;Люберцы};sale;flat;2;5;1;32.0;4300000;Промышленный; Мира;367/23;;,,
Мегаполис;real_estate_agent;https://kaluga.cian.ru/sale/flat/299033927/;Люберцы};sale;flat;9;19;1;38.5;4399000;Обнинск; Славского;12;;Новый город,,
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/301420431/;Люберцы};sale;flat;2;9;1;39.83;4381300;;;;;Рокада,,
Сибирский регион;real_estate_agent;https://omsk.cian.ru/sale/flat/301061322/;Люберцы};sale;flat;6;12;1;37.0;4500000;Ленинский; Архиепископа Сильвестра;17;;,,
ДОМ СТРИТ;real_estate_agent;https://sevastopol.cian.ru/sale/flat/306283736/;Люберцы};sale;flat;2;5;1;31.0;4600000;Нахимовский; Горпищенко;70;;,,
ID 12876723;representative_developer;https://penza.cian.ru/sale/flat/295913946/;Люберцы};sale;flat;2;18;1;44.75;4634287;Ленинский; 8 Марта;31к5;;8 марта,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/304725290/;Люберцы};sale;flat;11;11;1;33.66;4699000;Пушкинский;проспект Старорусский;11;Купчино;Аэросити,,
Железно Эксперт;real_estate_agent;https://ulyanovsk.cian.ru/sale/flat/308330217/;Люберцы};sale;flat;4;5;1;50.8;4690000;Засвияжский; Рябикова;37;;,,
ID 7199926;homeowner;https://rostov.cian.ru/sale/flat/308886076/;Люберцы};sale;flat;2;9;1;46.0;4650000;Батайск; Ленина;168Г;;Парк Культуры,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307838997/;Люберцы};sale;flat;8;11;1;43.8;4730000;Краснооктябрьский;Депутатская ;11а;;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/307484265/;Люберцы};sale;flat;18;18;1;36.8;4700000;Советский;Краснопресненская ;3;;Краснопресненская, 3,
ТЭН;developer;https://rostov.cian.ru/sale/flat/300722149/;Люберцы};sale;flat;22;22;1;41.5;4743450;Советский;проспект Солженицына;15с2;;5 элемент-монолит,,
Светлана Филимонова;realtor;https://saratov.cian.ru/sale/flat/294648881/;Люберцы};sale;flat;7;10;1;44.9;4790000;Ленинский;проспект Строителей;36Б;;,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/305908442/;Люберцы};sale;flat;17;17;1;30.1;4800000;;Набережная ;19;Улица Дыбенко;в Кировске,,
Ваш Дом;real_estate_agent;https://spb.cian.ru/sale/flat/307135316/;Люберцы};sale;flat;4;9;1;30.7;4900000;Красногвардейский;проспект Энергетиков;54К2;Ладожская;,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/304822270/;Люберцы};sale;flat;2;4;1;43.6;4999999;Кировский;Санаторная ;8А;;,,
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/303511785/;Люберцы};sale;flat;3;16;1;50.0;4953000;Коминтерновский;переулок Здоровья;90Г/1к2;;Зеленая долина,,
АльфаСтройИнвест;developer;https://rostov.cian.ru/sale/flat/303696386/;Люберцы};sale;flat;10;15;1;35.9;5026000;Советский;проспект Маршала Жукова;18/1;;Gray,,
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/297678606/;Люберцы};sale;flat;11;20;1;36.61;5000000;Первомайский; Студенческая;8;;Новый Сельмаш,,
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/303512079/;Люберцы};sale;flat;20;20;1;40.0;5029640;Железнодорожный; Артамонова;34Ж;;Волна-1,,
Лариса Лелеко;realtor;https://omsk.cian.ru/sale/flat/299776471/;Люберцы};sale;flat;8;9;1;43.3;5100000;Кировский;Звездная ;6к1;;,,
ИНГРУПП;developer;https://perm.cian.ru/sale/flat/291315511/;Люберцы};sale;flat;3;16;1;36.1;5157000;;;;;LOQO,,
ТДСК;developer;https://kemerovo.cian.ru/sale/flat/302076614/;Люберцы};sale;flat;1;10;1;42.98;5200580;Заводский;Южный мкр;;;Весна ЖК,,
СК10;developer;https://rostov.cian.ru/sale/flat/303044921/;Люберцы};sale;flat;22;25;1;42.18;5230000;Советский;;;;Малина парк,,
ID 123165282;homeowner;https://novorossiysk.cian.ru/sale/flat/308428583/;Люберцы};sale;flat;4;10;1;31.7;5200000;мкр. Приморский;Кутузовская ;117;;Надежда,,
Созвездие Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/291680220/;Люберцы};sale;flat;4;5;1;30.8;5250000;Красногвардейский; Маршала Тухачевского;1;Ладожская;,,
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/300194457/;Люберцы};sale;flat;1;23;1;37.26;5280000;;;;;Жилой район ,,
Татьяна Фомовская;realtor;https://kaliningrad.cian.ru/sale/flat/307361207/;Люберцы};sale;flat;3;6;1;44.4;5400000;Центральный; Белинского;44;;,,
Родные берега;developer;https://irkutsk.cian.ru/sale/flat/300730586/;Люберцы};sale;flat;5;19;1;26.93;5439860;Октябрьский;Дальневосточная ;46А;;SALUT,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/306759737/;Люберцы};sale;flat;4;11;1;43.5;5450000;Советский;Авиаторская ;1б;;,,
Альянс Московский Дом;official_representative;https://kaluga.cian.ru/sale/flat/305484392/;Люберцы};sale;flat;2;10;1;41.0;5500000;Октябрьский;Хрустальная ;60Б;;по ул. Хрустальная 60Б,,
ПИК;developer;https://vladivostok.cian.ru/sale/flat/300765986/;Люберцы};sale;flat;7;28;1;32.8;5500986;Первомайский;;;;Борисенко 48 ЖК,,
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/288304612/;Люберцы};sale;flat;1;24;1;30.8;5513200;Прикубанский; Имени Героя Георгия Бочарникова;2;;Улыбка,,
Самолет Плюс Чебоксары;real_estate_agent;https://cheboksary.cian.ru/sale/flat/288755452/;Люберцы};sale;flat;7;9;1;43.0;5600000;Ленинский;Ярмарочная ;12;;ул. Ярмарочная, поз.26,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/297267322/;Люберцы};sale;flat;21;24;1;38.5;5940000;Центральный; Ханпаши Нурадилова;7;;Волгоград-Сити,,
ID 102781996;homeowner;https://tolyatti.cian.ru/sale/flat/306608516/;Люберцы};sale;flat;5;10;1;55.4;5980000;Автозаводский; 40 лет Победы;48;;,,
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/300120616/;Люберцы};sale;flat;4;7;1;37.56;5900000;Кировский;Автобусный переулок;2с1;;Ахтарский,,
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/288551063/;Люберцы};sale;flat;21;23;1;40.7;5975640;;;;;Отражение,,
Вита;real_estate_agent;https://spb.cian.ru/sale/flat/307844310/;Люберцы};sale;flat;1;9;1;40.4;5900000;Новоселье городской поселок; Центральная;10к1;;Эпсилон,,
ПСК-6;developer;https://ufa.cian.ru/sale/flat/299143815/;Люберцы};sale;flat;4;34;1;38.17;6145370;Советский;лит1;лит1;;Космос ЖК,,
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/300477967/;Люберцы};sale;flat;25;25;1;43.0;6134400;Ленинский;Краснознаменная ;57/5;;Высота,,
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/293660613/;Люберцы};sale;flat;9;9;1;44.1;6253380;Прикубанский; Даниила Смоляна;65к2;;Южане,,
ПИК;developer;https://novorossiysk.cian.ru/sale/flat/301049944/;Люберцы};sale;flat;9;15;1;34.7;6225180;мкр. Южный; Мурата Ахеджака;5к1;;Черноморский 2,,
ВИРА;developer;https://samara.cian.ru/sale/flat/292571841/;Люберцы};sale;flat;2;23;1;32.3;6330800;Октябрьский; Санфировой;101;Спортивная;Капитал,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/308744676/;Люберцы};sale;flat;3;5;1;36.1;6400000;Пушкинский; Кокколевская;6;Купчино;Трио,,
Винсент Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/292571485/;Люберцы};sale;flat;10;19;1;18.0;6450000;Хостинский; Ясногорская;;;Кислород,,
ФЛИП;real_estate_agent;https://spb.cian.ru/sale/flat/307699944/;Люберцы};sale;flat;8;15;1;39.2;6600000;Приморский;проспект Авиаконструкторов;16к1;Комендантский проспект;,,
Третий Трест;developer;https://ufa.cian.ru/sale/flat/294535423/;Люберцы};sale;flat;6;26;1;26.31;6709050;Советский;Революционная ;98/4;;Edison,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/308285366/;Люберцы};sale;flat;14;15;1;35.3;6800000;;бульвар Петровский;7;Девяткино;Ласточка,,
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/300749436/;Люберцы};sale;flat;11;16;1;43.8;6800000;Центральный;Бакинская ;2;;Арбат,,
Тройка;developer;https://kazan.cian.ru/sale/flat/298143426/;Люберцы};sale;flat;5;5;1;36.5;6876007;с. Сокуры; Березовая;3;;Волшебный сад,,
СД ГРУПП;developer;https://blagoveschensk.cian.ru/sale/flat/303433540/;Люберцы};sale;flat;10;19;1;25.39;7000000;;;;;Амур Сити,,
Proflat;real_estate_agent;https://spb.cian.ru/sale/flat/307592190/;Люберцы};sale;flat;12;13;1;35.8;7199999;Московский;Дунайский проспект;3к3;Звездная;Пулковский посад,,
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/301508458/;Люберцы};sale;flat;10;16;1;43.5;7300000;мкр. Фестивальный;проспект Константина Образцова;6/1;;,,
СОВА - Недвижимость Сургут;real_estate_agent;https://surgut.cian.ru/sale/flat/308579205/;Люберцы};sale;flat;17;21;1;57.2;7500000;мкр. 19-й;Университетская ;9;;,,
Камбер;developer;https://krasnodar.cian.ru/sale/flat/276696696/;Люберцы};sale;flat;19;23;1;49.2;7510183;мкр. Черемушки; Селезнева;104/1;;Дом у озера,,
АРСЕНАЛ;developer;https://nn.cian.ru/sale/flat/298036169/;Люберцы};sale;flat;7;10;1;42.4;7651996;Нижегородский;Деловая ;22;Горьковская;Облака,,
ФСК;developer;https://vladivostok.cian.ru/sale/flat/300019564/;Люберцы};sale;flat;9;22;1;35.8;7855093;Первореченский; Адмирала Горшкова;5;;Флагман,,
Алексей Шнейдер;realtor;https://ekb.cian.ru/sale/flat/307918632/;Люберцы};sale;flat;14;25;1;39.4;7990000;; Циолковского;29Е;Чкаловская;,,
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752927/;Люберцы};sale;flat;4;10;1;37.67;7948370;;;;;Дома у Сада. Квартал-сад,,
РусСтройГруп;developer;https://kaluga.cian.ru/sale/flat/279872453/;Люберцы};sale;flat;4;5;1;57.64;8050000;Обнинск;Белкинская ;12;;Belkin,,
Кассиопея;real_estate_agent;https://stavropol.cian.ru/sale/flat/305600355/;Люберцы};sale;flat;5;8;1;46.0;8199999;Пятигорск;Московская ;97;;,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/303256682/;Люберцы};sale;flat;15;26;1;33.0;8300000;Калининский;Учительская ;18к1;Гражданский проспект;,,
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/304118156/;Люберцы};sale;flat;12;24;1;31.4;8300000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском,,
ID 6341038;homeowner;https://nn.cian.ru/sale/flat/308922583/;Люберцы};sale;flat;5;5;1;48.1;8300000;Автозаводский;Молодежный проспект;12Б;Парк культуры;,,
Новые Границы;real_estate_agent;https://krym.cian.ru/sale/flat/283996874/;Люберцы};sale;flat;4;9;1;38.6;8500000;Алушта; Октябрьская;65;;,,
