0,1,2
author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex,,
Зодчий;real_estate_agent;https://cheboksary.cian.ru/sale/flat/302054594/;Мытищи};sale;flat;1;6;1;47.5;4200000;Московский; Академика Королева;5;;,,
Зодчий;real_estate_agent;https://cheboksary.cian.ru/sale/flat/302054451/;Мытищи};sale;flat;9;16;1;37.76;4200000;Чебоксары; Писателя Лаврентия Таллерова;22;;мкр. Солнечный,,
Зодчий;real_estate_agent;https://cheboksary.cian.ru/sale/flat/302054125/;Мытищи};sale;flat;1;5;1;45.1;4200000;Ленинский; Фридриха Энгельса;44;;,,
Этажи Чита;real_estate_agent;https://chita.cian.ru/sale/flat/298118037/;Мытищи};sale;flat;5;5;1;29.0;4200000;Ингодинский; Лазо;28;;,,
Илья Гоголь;realtor;https://bryansk.cian.ru/sale/flat/308354649/;Мытищи};sale;flat;12;14;1;64.0;4200000;Бежицкий;проезд Федюнинского;2К1;;,,
Внешстрой;developer;https://tula.cian.ru/sale/flat/297445925/;Мытищи};sale;flat;9;9;1;37.46;4232980;;;;;АВИОН,,
ID 55926498;homeowner;https://tyumen.cian.ru/sale/flat/308398189/;Мытищи};sale;flat;1;5;1;30.0;4200000;мкр. Городская администрация;Ялуторовская ;14;;,,
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/303219811/;Мытищи};sale;flat;1;11;1;28.57;4272272;;;;;Аквилон ROSA,,
ПИК;developer;https://yaroslavl.cian.ru/sale/flat/303892360/;Мытищи};sale;flat;8;17;1;32.9;4292265;Фрунзенский;;6Б;;Волга Парк ЖК,,
Юлия Чураева;realtor;https://orenburg.cian.ru/sale/flat/308826688/;Мытищи};sale;flat;10;10;1;41.9;4270000;Центральный; Черепановых;5;;,,
Этажи Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/294382569/;Мытищи};sale;flat;1;12;1;35.9;4300000;Фрунзенский;Московский проспект;135;;,,
Самолет Плюс Обнинск;real_estate_agent;https://kaluga.cian.ru/sale/flat/303058104/;Мытищи};sale;flat;5;9;1;36.0;4300000;Обнинск; Гагарина;21;;,,
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/301531589/;Мытищи};sale;flat;4;10;1;31.98;4318000;;;;;Ритм,,
Балтийская Строительная Компания;developer;https://yaroslavl.cian.ru/sale/flat/300136978/;Мытищи};sale;flat;8;8;1;39.6;4327200;;;;;Малиновский квартал,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/302525982/;Мытищи};sale;flat;6;15;1;28.3;4390000;Калининский; Андрея Кореневского;3к2;;Микрорайон Домашний,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/291023461/;Мытищи};sale;flat;5;5;1;36.5;4400000;Ессентуки;Вокзальная ;23А;;,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/306652351/;Мытищи};sale;flat;7;7;1;35.4;4500000;Ессентуки; Кленовая Роща;6;;Кленовая роща,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/308760952/;Мытищи};sale;flat;5;5;1;52.0;4500000;Ессентукская ст-ца; Высокая;15/1к5;;,,
СВОИ ЛЮДИ;real_estate_agent;https://ryazan.cian.ru/sale/flat/291708569/;Мытищи};sale;flat;3;16;1;40.0;4520000;Октябрьский;;9;;Олимпийский,,
ID 61656906;unknown;https://tyumen.cian.ru/sale/flat/308241641/;Мытищи};sale;flat;14;16;1;49.8;4500000;Калининский; Новоселов;113;;Москва,,
Мариана Ефимова;realtor;https://cheboksary.cian.ru/sale/flat/307066805/;Мытищи};sale;flat;14;14;1;42.0;4500000;Новочебоксарск;бульвар Речной;5;;Отличный,,
Этажи Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/293279915/;Мытищи};sale;flat;5;10;1;40.0;4500000;пос. Красный Бор; Мирная;15;;,,
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/301125855/;Мытищи};sale;flat;2;7;1;37.1;4520000;;;;;Звезды,,
Оникс;developer;https://perm.cian.ru/sale/flat/299857681/;Мытищи};sale;flat;2;26;1;33.3;4529000;Индустриальный;шоссе Космонавтов;309А;;Мир,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/295664011/;Мытищи};sale;flat;5;16;1;29.74;4510000;Калининский;Интернациональная ;199к10;;Юнион,,
Стройэкс;developer;https://vladimir.cian.ru/sale/flat/294868769/;Мытищи};sale;flat;3;8;1;50.2;4518000;Ковров; Горького;1;;по ул. Горького,,
Луч;developer;https://yaroslavl.cian.ru/sale/flat/294894669/;Мытищи};sale;flat;1;4;1;38.2;4545800;Заволжский;пос. Шевелюха;;;Ботаника,,
СВОИ ЛЮДИ;real_estate_agent;https://ryazan.cian.ru/sale/flat/291603953/;Мытищи};sale;flat;25;26;1;43.0;4590000;Октябрьский;;4;;Северный,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/302526022/;Мытищи};sale;flat;9;15;1;31.0;4590000;Калининский; Андрея Кореневского;3к2;;Микрорайон Домашний,,
Луч;developer;https://yaroslavl.cian.ru/sale/flat/302954559/;Мытищи};sale;flat;1;4;1;38.2;4564900;Заволжский; Шевелюха;124А;;Ботаника,,
Этажи Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/290304711/;Мытищи};sale;flat;3;4;1;30.0;4600000;Ленинский; Чкалова;5;;,,
ДСК-1;developer;https://hmao.cian.ru/sale/flat/298794906/;Мытищи};sale;flat;2;16;1;31.17;4600000;;;;;Прибрежный парк,,
АдресЪ;real_estate_agent;https://kaluga.cian.ru/sale/flat/303708327/;Мытищи};sale;flat;11;17;1;42.3;4650000;Обнинск; Поленова;4;;Заовражье,,
Зардон-строй;developer;https://perm.cian.ru/sale/flat/296252545/;Мытищи};sale;flat;2;24;1;38.93;4662000;Свердловский; Гусарова;5А;;Свои люди,,
Анна Федотова;realtor;https://barnaul.cian.ru/sale/flat/307008273/;Мытищи};sale;flat;16;19;1;37.2;4650000;Индустриальный; Солнечная Поляна;94к1;;Nord,,
Самолет Плюс Пермь;real_estate_agent;https://perm.cian.ru/sale/flat/300910157/;Мытищи};sale;flat;7;16;1;36.2;4700000;Свердловский; Куйбышева;109Б;;Меланж,,
Навигатор. Девелопмент;developer;https://tyumen.cian.ru/sale/flat/301779721/;Мытищи};sale;flat;1;4;1;32.29;4745300;Калининский; Александра Звягина;6;;Зеленые аллеи,,
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/300466712/;Мытищи};sale;flat;6;16;1;32.58;4740634;;;;;Аквилон АКВАРТАЛ,,
ПИК;developer;https://yaroslavl.cian.ru/sale/flat/296848427/;Мытищи};sale;flat;17;17;1;35.3;4713820;Фрунзенский;;6Б;;Волга Парк ЖК,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/302525505/;Мытищи};sale;flat;2;15;1;33.06;4890000;Калининский; Андрея Кореневского;5к1;;Микрорайон Домашний,,
ТИС;developer;https://tyumen.cian.ru/sale/flat/293804334/;Мытищи};sale;flat;8;9;1;36.68;4850000;мкр. Зарека; 2-я Луговая;24к2;;OK Salut,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/302431569/;Мытищи};sale;flat;3;5;1;43.6;4900000;Ессентуки; Галерейная;3к1;;,,
Сити Ярославль;developer;https://yaroslavl.cian.ru/sale/flat/284234068/;Мытищи};sale;flat;1;24;1;51.9;4904550;Красноперекопский;Силикатное шоссе;17;;Ярославль Сити,,
Луч;developer;https://yaroslavl.cian.ru/sale/flat/298641395/;Мытищи};sale;flat;2;4;1;43.4;4900000;Заволжский; Шевелюха;130;;Ботаника,,
ИМСА;developer;https://novgorod.cian.ru/sale/flat/295329794/;Мытищи};sale;flat;4;4;1;53.0;4940500;Великий Новгород; Арциховского;11;;Юрьевский посад,,
Rooms;real_estate_agent;https://tula.cian.ru/sale/flat/301298302/;Мытищи};sale;flat;2;8;1;37.0;4950000;Пролетарский; Самоварная;7;;,,
ТОЧНО. Недвижимость;real_estate_agent;https://penza.cian.ru/sale/flat/306671149/;Мытищи};sale;flat;4;6;1;51.5;4950000;Октябрьский;проезд 2-й Виноградный;7;;,,
Недвижимость 24;real_estate_agent;https://penza.cian.ru/sale/flat/302362496/;Мытищи};sale;flat;9;9;1;39.1;4990000;Первомайский; Калинина;1;;,,
Семья;developer;https://voronezh.cian.ru/sale/flat/292474806/;Мытищи};sale;flat;2;21;1;48.75;4996875;Коминтерновский;;;;48 ЖК,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/295663382/;Мытищи};sale;flat;16;16;1;37.39;4960000;Калининский;Интернациональная ;199к10;;Юнион,,
Стэл-инвест;developer;https://voronezh.cian.ru/sale/flat/300833342/;Мытищи};sale;flat;1;15;1;38.6;4979400;Советский;Путиловская ;19/1;;Оптимист,,
Луч;developer;https://yaroslavl.cian.ru/sale/flat/294894680/;Мытищи};sale;flat;1;4;1;45.72;4983480;Заволжский;пос. Шевелюха;;;Ботаника,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/305042918/;Мытищи};sale;flat;8;8;1;39.2;5000000;Ессентуки; Иглина;17;;по ул. Инглина,,
Самолет Плюс Омск-Центр;real_estate_agent;https://omsk.cian.ru/sale/flat/306767281/;Мытищи};sale;flat;5;14;1;38.8;5000000;Кировский;бульвар М.М. Кузьмина;9;;,,
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/289738666/;Мытищи};sale;flat;1;8;1;32.6;5037800;;;;;Родной дом 2,,
А6440;developer;https://arhangelsk.cian.ru/sale/flat/303899178/;Мытищи};sale;flat;13;16;1;28.74;5029500;Ломоносовский; Выучейского;;;Квартал А6440 Дом 1,,
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/295663256/;Мытищи};sale;flat;6;16;1;37.54;5060000;Калининский;Интернациональная ;199к10;;Юнион,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/297170269/;Мытищи};sale;flat;2;3;1;36.6;5100000;Ессентуки;Средняя ;2Б;;,,
ТИС;developer;https://tyumen.cian.ru/sale/flat/293994283/;Мытищи};sale;flat;9;9;1;38.46;5104000;мкр. Зарека; 2-я Луговая;24к2;;OK Salut,,
ТИС;developer;https://tyumen.cian.ru/sale/flat/297241388/;Мытищи};sale;flat;12;14;1;36.65;5190000;;;;;Гринвуд,,
Жилкапинвест;developer;https://vladivostok.cian.ru/sale/flat/280698977/;Мытищи};sale;flat;1;25;1;35.1;5166720;Ленинский; Нейбута;135;;Дом на Бульваре-2,,
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/274150593/;Мытищи};sale;flat;16;16;1;32.53;5186863;Октябрьский; Гагарина;44;;AKVILONTIME,,
Олимп;developer;https://ivanovo.cian.ru/sale/flat/303854676/;Мытищи};sale;flat;11;14;1;44.5;5162000;Ленинский; Павла Большевикова;50;;Олимпийский,,
Наталья Нигматуллина;realtor;https://tyumen.cian.ru/sale/flat/301200688/;Мытищи};sale;flat;3;9;1;45.3;5200000;мкр. Мыс; Жуковского;88;;,,
ПИК;developer;https://yaroslavl.cian.ru/sale/flat/294235558/;Мытищи};sale;flat;2;17;1;38.0;5260415;Фрунзенский;;6Б;;Волга Парк ЖК,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/308833275/;Мытищи};sale;flat;1;4;1;32.3;5300000;Ессентуки;Никольская ;27/8А;;,,
СВОЁ;real_estate_agent;https://krasnoyarsk.cian.ru/sale/flat/300824677/;Мытищи};sale;flat;3;16;1;40.0;5300000;Центральный; Петра Подзолкова;3А;;Светлый,,
ДКК-ДВ;developer;https://vladivostok.cian.ru/sale/flat/282899833/;Мытищи};sale;flat;1;4;1;39.6;5346000;Артем; Острякова;37Б;;НебоПарк,,
Дирекция капитального строительства;developer;https://yaroslavl.cian.ru/sale/flat/303339033/;Мытищи};sale;flat;5;15;1;40.6;5440400;Фрунзенский; Старая Костромская;4;;Премьер,,
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/297418415/;Мытищи};sale;flat;2;11;1;33.68;5432651;Ломоносовский; Урицкого;;;River Park-2,,
ПИК;developer;https://tyumen.cian.ru/sale/flat/298984545/;Мытищи};sale;flat;2;15;1;39.8;5426252;мкр. Дом Обороны;Полевая ;117к4;;Озёрный парк,,
Центр Новостроек;representative_developer;https://voronezh.cian.ru/sale/flat/297758312/;Мытищи};sale;flat;15;15;1;41.5;5402863;Железнодорожный;Ключи мкр;;;Ключи-клаб ЖК,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/305880030/;Мытищи};sale;flat;5;9;1;32.8;5450000;Ессентуки;Никольская ;21к6;;Радужный,,
Самолет Плюс Обнинск;real_estate_agent;https://kaluga.cian.ru/sale/flat/304867865/;Мытищи};sale;flat;8;11;1;41.9;5499000;Обнинск; Усачева;21;;Зеленый остров,,
ТИС;developer;https://tyumen.cian.ru/sale/flat/285844067/;Мытищи};sale;flat;16;24;1;38.1;5490000;мкр. ДОК; Краснооктябрьская;12;;DOK,,
Жилкапинвест;developer;https://vladivostok.cian.ru/sale/flat/293661921/;Мытищи};sale;flat;2;24;1;37.72;5480716;Первореченский; Тухачевского;;;ТАММ,,
Авалон;real_estate_agent;https://stavropol.cian.ru/sale/flat/306358056/;Мытищи};sale;flat;4;5;1;33.4;5550000;Ессентуки;Просторная ;15к2;;Северный-2,,
Зодчий;real_estate_agent;https://cheboksary.cian.ru/sale/flat/302054026/;Мытищи};sale;flat;8;10;1;36.2;5500000;Ленинский; Богдана Хмельницкого;53/28;;Новая Богданка,,
